Overall,Bib,Name,Time,Year
1227,17202,Anna Mitchum,04:34:26,2016
1228,20014,Gracie Beard,04:34:34,2016
1229,7249,George Barth,04:34:42,2016
1230,20146,Pina Porceddu,04:34:51,2016
1231,17269,Matt Reeves,04:34:53,2016
1232,21077,Kelly Counts,04:34:56,2016
1233,13070,Nicole Robbins,04:35:11,2016
1234,25012,James Fuller,04:35:12,2016
1235,10017,Pon Mason,04:35:18,2016
1236,17054,Gingging Carter,04:35:18,2016
1237,3022,Charles Banks,04:35:20,2016
1238,13079,Carl Banks,04:35:21,2016
1239,26242,Nolan Verner,04:35:21,2016
1240,17112,Diane Seale,04:35:24,2016
1241,17023,Raman Wadehra,04:35:29,2016
1242,27242,Sharon Tercha,04:35:32,2016
1243,25088,Clair Griffin,04:35:40,2016
1244,16110,Gina Orr,04:35:43,2016
1245,22067,Melody Czerniak,04:35:43,2016
1246,6013,Sean Algeo,04:35:49,2016
1247,27369,John Moore,04:35:51,2016
1248,20097,Kalen Stanton,04:35:56,2016
1249,9001,Ellen Comeaux,04:35:56,2016
1250,1090,Alvaro Manrique Barrenechea,04:36:00,2016
1251,19132,Emily Goolsby,04:36:01,2016
1252,18001,Lauren Vanhusen,04:36:04,2016
1253,14068,Andrew Evans,04:36:05,2016
1254,9139,Jeremy Darby,04:36:07,2016
1255,15045,David Miller,04:36:09,2016
1256,7125,Andrea Baum,04:36:09,2016
1257,15050,Adam Tomlin,04:36:10,2016
1258,19046,Brandie Banner,04:36:19,2016
1259,17033,Stacia Ruse,04:36:19,2016
1260,9076,Alex Ewald,04:36:21,2016
1261,20135,Matthew Freeman,04:36:26,2016
1262,27389,Jaymie Freeman,04:36:27,2016
1263,17262,Eric Fuller,04:36:34,2016
1264,7326,Kevin Coppersmith,04:36:35,2016
1265,11161,Tara Mcshea,04:36:35,2016
1266,14039,Matt Cheuvront,04:36:38,2016
1267,7279,Marissa Gill,04:36:38,2016
1268,7280,Elise Gill,04:36:38,2016
1269,17200,Sawra Maurer,04:36:39,2016
1270,3070,Tyler Knoeck,04:36:39,2016
1271,19138,Isaac Alvarez G,04:36:44,2016
1272,16093,Morgan Mcbride,04:36:52,2016
1273,7127,Amy Shore,04:36:55,2016
1274,7295,Will Atkins,04:36:56,2016
1275,15044,Kristen Nicewicz,04:36:57,2016
1276,2095,Cory Gibson,04:36:57,2016
1277,19023,Tiffany Burba,04:37:00,2016
1278,19121,Andy Rodgers,04:37:02,2016
1279,17118,Paul Snyder,04:37:02,2016
1280,19047,Katie Crist,04:37:04,2016
1281,17001,Blake Nation,04:37:06,2016
1282,17000,Molly Nation,04:37:06,2016
1283,12001,Caroline Hall,04:37:19,2016
1284,18007,Timothy Kane,04:37:21,2016
1285,7294,Brad Bishop,04:37:22,2016
1286,8123,Yasushi Sakuma,04:37:22,2016
1287,18080,Erin Diel,04:37:22,2016
1288,19127,Jeff Rogers,04:37:27,2016
1289,17184,Emily Haberstroh,04:37:29,2016
1290,12063,Alison Von Deylen,04:37:29,2016
1291,7039,Christopher Mott,04:37:35,2016
1292,11128,Leah Prince,04:37:40,2016
1293,21012,Dana' Lee-Weiland,04:37:43,2016
1294,9116,Frank Kearney,04:37:45,2016
1295,15049,Kristin Duke,04:37:53,2016
1296,10030,Bryan Eggimann,04:37:54,2016
1297,16055,Ken Roberts,04:37:56,2016
1298,8004,Alan Newkirk,04:37:58,2016
1299,22042,Paige Minter,04:37:59,2016
1300,15073,Austin Turner,04:38:00,2016
1301,8069,Payton Ludiker,04:38:00,2016
1302,19129,Allison Tearney,04:38:01,2016
1303,10113,Max Fletcher,04:38:02,2016
1304,7108,Courtney Hetrick,04:38:09,2016
1305,25177,Katy Massa,04:38:14,2016
1306,21169,Alyssa Burns,04:38:17,2016
1307,20010,Rod Veeman,04:38:24,2016
1308,13045,Charlie Day,04:38:29,2016
1309,21140,Daniela Ponce,04:38:30,2016
1310,13069,Margo Dolas,04:38:34,2016
1311,9130,Patricia Brown,04:38:35,2016
1312,8036,Stephen Sims,04:38:37,2016
1313,16111,Mike Baas,04:38:39,2016
1314,10134,Sarah Alldredge,04:38:41,2016
1315,13051,Joseph Nelson,04:38:49,2016
1316,6009,Daniel Rietema,04:38:52,2016
1317,27194,Ashleigh Schneckenberger,04:38:54,2016
1318,7005,Allison Morgan,04:38:56,2016
1319,22122,Timothy Sentz,04:38:56,2016
1320,22104,Lauren Dunn,04:39:01,2016
1321,25229,Lauren Johnston,04:39:04,2016
1322,24033,Patty Elangwe,04:39:11,2016
1323,20058,Brooke Milanovich,04:39:11,2016
1324,25050,Andrew Russell,04:39:12,2016
1325,27452,James Ross,04:39:13,2016
1326,17273,Park Chisolm,04:39:13,2016
1327,15051,Dennis Hardacker,04:39:18,2016
1328,10071,Marla Alber,04:39:19,2016
1329,19071,Kristy Tindall,04:39:20,2016
1330,14029,Anna Tess,04:39:23,2016
1331,16082,Carol Westerfield,04:39:24,2016
1332,7186,Ryan Kummer,04:39:24,2016
1333,26348,Lisa Richardson,04:39:26,2016
1334,16091,Vicki Sarazin,04:39:27,2016
1335,8067,Allison Sellers,04:39:29,2016
1336,7036,Max Cook,04:39:32,2016
1337,20118,Alyssa Lowell,04:39:34,2016
1338,27252,Tiffany Luck,04:39:39,2016
1339,19004,Matt Aubuchon,04:39:43,2016
1340,13050,Carolyn Talaske,04:39:43,2016
1341,8114,Luke Tuttle,04:39:43,2016
1342,16089,Patrick Mccusker,04:39:43,2016
1343,9156,Kevin Mcclanahan,04:39:44,2016
1344,9093,Mike Miller,04:39:48,2016
1345,21026,Meme Spurgeon,04:39:55,2016
1346,16106,Komi Tepe,04:39:58,2016
1347,23083,Jason Cox,04:40:02,2016
1348,10053,Jacy Watson,04:40:02,2016
1349,19124,Adam Barry,04:40:03,2016
1350,17046,Kevin Love,04:40:14,2016
1351,23027,Zack Middleton,04:40:14,2016
1352,18071,Sara Stone,04:40:16,2016
1353,9115,Adaobi Oguchi,04:40:16,2016
1354,5010,Colleen Kingery,04:40:21,2016
1355,16010,John Gillard,04:40:22,2016
1356,21081,Kellsey O'Donnell,04:40:31,2016
1357,17039,Alan Hasty,04:40:32,2016
1358,12024,Michelle Van Den Bosch,04:40:33,2016
1359,9151,Justin Kidder,04:40:34,2016
1360,9157,Jeremy Penick,04:40:34,2016
1361,7191,James Smith,04:40:43,2016
1362,16024,Simon Kang,04:40:44,2016
1363,5012,Jason Whitehurst,04:40:44,2016
1364,8015,Michael Im,04:40:46,2016
1365,7119,Caroline Awh,04:40:46,2016
1366,7120,Carl Awh,04:40:46,2016
1367,21165,Jennifer Schulke,04:40:52,2016
1368,7021,Ralph Gasior,04:40:58,2016
1369,8041,Stephanie Escamilla,04:41:07,2016
1370,7263,Bill Barrett,04:41:09,2016
1371,12053,Kerney Perlik,04:41:10,2016
1372,12054,Samuel Perlik,04:41:11,2016
1373,26101,Clint Fields,04:41:22,2016
1374,26301,Rebecca Bolchalk,04:41:23,2016
1375,9072,Natalie Laucius,04:41:26,2016
1376,25100,Rachel Henry,04:41:31,2016
1377,19144,Danielle Aument,04:41:32,2016
1378,12035,Emily Green,04:41:33,2016
1379,18023,Jordan Maddocks,04:41:33,2016
1380,17218,Ashley Nielsen,04:41:39,2016
1381,17158,William Perry,04:41:39,2016
1382,17163,Tanya Wysocki,04:41:39,2016
1383,25144,Mary Porter,04:41:51,2016
1384,10032,Kimberly Muro,04:41:52,2016
1385,16021,Gerard Spinney,04:41:56,2016
1386,19024,Steve Middel,04:42:02,2016
1387,25044,Brianna Middel,04:42:02,2016
1388,9055,Scott Gammenthaler,04:42:02,2016
1389,16045,Tiana Tauiliili,04:42:08,2016
1390,11072,Andrea Blatt,04:42:12,2016
1391,23041,Cheryl Trieloff,04:42:14,2016
1392,7174,Michael Passaro,04:42:17,2016
1393,9120,Ben Smick,04:42:20,2016
1394,22030,Ernie Norris,04:42:21,2016
1395,17225,Ellen Heiman,04:42:21,2016
1396,21082,James Johnson,04:42:25,2016
1397,4001,Steve Osborne,04:42:33,2016
1398,17101,Stacy Cantrell,04:42:36,2016
1399,23048,Sandy Zeckel,04:42:39,2016
1400,26172,Angela Cavallo,04:42:40,2016
1401,23050,Anna Stowers,04:42:40,2016
1402,24037,Mark Pollmann,04:42:41,2016
1403,8107,Joel Lowy,04:42:42,2016
1404,7169,Todd Moore,04:42:43,2016
1405,4065,Phillip Vickery,04:42:44,2016
1406,8089,Patrick Meldrim,04:42:45,2016
1407,18037,Jennifer Gaster,04:42:46,2016
1408,12016,David Hawkins,04:42:46,2016
1409,412,Larry Phillips,04:42:46,2016
1410,15026,Laura Ann Keller,04:42:47,2016
1411,19099,Kyle Storey,04:42:48,2016
1412,15025,Sarah Ricciardi,04:42:48,2016
1413,8110,Robert Hedge,04:42:48,2016
1414,15078,Justin Roth,04:43:01,2016
1415,422,James Evans,04:43:02,2016
1416,14002,Phillip Rogers,04:43:03,2016
1417,25193,Kira Jackson,04:43:03,2016
1418,5097,Michael Karb,04:43:03,2016
1419,18049,Christina Dufour,04:43:05,2016
1420,7250,Fiona Williams,04:43:08,2016
1421,17045,Erin Hoerner,04:43:09,2016
1422,27283,Chris Chidester,04:43:13,2016
1423,9123,Mac Mcconnell,04:43:14,2016
1424,409,Gerald Tarlton,04:43:15,2016
1425,5108,Amy Varga,04:43:21,2016
1426,6028,Kelly Rouse,04:43:29,2016
1427,25121,Laurie Carey-Marciano,04:43:30,2016
1428,21108,Holly Chester,04:43:34,2016
1429,16046,Stephen Gallagher,04:43:35,2016
1430,22084,Amy Rogers,04:43:35,2016
1431,17061,Nathan Harris,04:43:35,2016
1432,26332,Stephanie Storey,04:43:39,2016
1433,19110,April Davis,04:43:40,2016
1434,23009,Anja West,04:43:41,2016
1435,4106,Jack Baldwin,04:43:42,2016
1436,24000,Jose Aristizabal,04:43:47,2016
1437,12096,Nathaniel Reid,04:43:48,2016
1438,9159,Phillip Theodore,04:43:49,2016
1439,17037,Amanda Renkel,04:43:50,2016
1440,10034,Stephen Russell,04:43:50,2016
1441,5075,Derek Comfort,04:43:53,2016
1442,21106,Christal Ojea,04:43:56,2016
1443,23052,Joan Friedlander,04:43:56,2016
1444,8072,Chris Pierpont,04:44:00,2016
1446,12020,Carlee Kewley,04:44:01,2016
1447,15021,Patrick Mccann,04:44:05,2016
1448,8026,Alex Baumann,04:44:07,2016
1449,20013,Wayne Storey,04:44:08,2016
1450,9142,David Plazas,04:44:10,2016
1451,13067,Todd Burka,04:44:12,2016
1452,20140,Bob Coffey,04:44:13,2016
1453,10083,Kimberly Williams,04:44:14,2016
1454,7100,Craig Lodge,04:44:15,2016
1455,17208,Josh Mohn,04:44:19,2016
1456,17209,Geoff Hartnell,04:44:19,2016
1457,17085,Ken Keenleyside,04:44:20,2016
1458,27024,Grant Pinkert,04:44:21,2016
1459,10065,Thomas Forster,04:44:21,2016
1460,16098,Melissa Rhodes,04:44:22,2016
1461,10128,Chris Brunhoeber,04:44:22,2016
1462,23058,Sara Larson,04:44:24,2016
1463,27004,Erika Lerro,04:44:25,2016
1464,16042,Jennifer Burda,04:44:29,2016
1465,9030,Patricia Foster,04:44:33,2016
1466,9095,Gabriel Garrido,04:44:33,2016
1467,20012,Samantha Fuentes,04:44:36,2016
1468,16048,Tony Brown,04:44:37,2016
1469,20096,Will Day,04:44:41,2016
1470,8122,Dan Sims,04:44:55,2016
1471,17142,Jason Everson,04:44:57,2016
1472,25167,Kristen Mckeever,04:44:58,2016
1473,9004,Gary Brown,04:44:59,2016
1474,9083,Michael Truscott,04:45:05,2016
1475,18011,Sukeithia Harrell,04:45:05,2016
1476,9104,Jamie Efurd,04:45:16,2016
1477,17082,Emylou Gall,04:45:17,2016
1478,27075,Susie Fourman,04:45:17,2016
1479,402,Ronald Woodall,04:45:19,2016
1480,22110,John Laputz,04:45:20,2016
1481,17086,Bethany Mcpherson,04:45:22,2016
1482,12084,Alexander King,04:45:23,2016
1483,11158,Jillian Sutton,04:45:28,2016
1484,7094,Benjamin Trinsey,04:45:29,2016
1485,5083,Larry Tan Jr,04:45:34,2016
1486,27026,Susie Simerly,04:45:42,2016
1487,17254,Kerry Smith,04:45:42,2016
1488,11028,Bill Gregory,04:45:43,2016
1489,15058,Caroline Mulligan,04:45:44,2016
1490,15059,Don Mulligan,04:45:45,2016
1491,10031,Adam Revo,04:45:46,2016
1492,21027,Emily Kaelin,04:45:49,2016
1493,9008,Michael Ulasewich,04:45:50,2016
1494,21017,Tyler Kaelin,04:45:51,2016
1495,16001,Art Gillaspy,04:45:51,2016
1496,26060,Celene Rowe,04:45:57,2016
1497,9097,Greg Frese,04:45:59,2016
1498,8075,Kurt Berger,04:46:02,2016
1499,20127,Rhea Baylor,04:46:02,2016
1500,24042,Linda May-Zhang,04:46:03,2016
1501,17128,Cliff Cole,04:46:04,2016
1502,14065,David Oros,04:46:04,2016
1503,17203,Jeff Priegnitz,04:46:04,2016
1504,27012,Alex Mertz,04:46:07,2016
1505,25010,Justin Burd,04:46:08,2016
1506,26315,Ben Millay,04:46:12,2016
1507,3106,Michael Carrier,04:46:15,2016
1508,16084,Jaime Newman,04:46:18,2016
1509,11012,Terry Dietzler,04:46:20,2016
1510,7163,Elena Whisler,04:46:20,2016
1511,16020,Jesus Arana,04:46:40,2016
1512,2076,Neil Butler,04:46:41,2016
1513,11020,Andy Caravello,04:46:43,2016
1514,25014,Carolyn Grasse,04:46:47,2016
1515,19107,Roxana Rodriguez,04:46:48,2016
1516,17063,Dawson Fredrick,04:47:03,2016
1517,14058,Kyleigh Kriener,04:47:11,2016
1518,17066,Nanette Bauer,04:47:13,2016
1519,17267,Emily Cornell,04:47:16,2016
1520,17268,David Cornell,04:47:16,2016
1521,24004,Ken Oeser,04:47:19,2016
1522,19059,Carrie Mcnish,04:47:22,2016
1523,16103,Shane Boxrz,04:47:25,2016
1524,9091,Amanda Shulman,04:47:28,2016
1525,9024,Steve Howell,04:47:33,2016
1526,10108,Mary Ogg,04:47:34,2016
1527,25136,Laura Bade,04:47:35,2016
1528,19070,Tim Meier,04:47:38,2016
1529,17130,Alexandria Jenkins,04:47:39,2016
1530,8120,Abigail Underwood,04:47:39,2016
1531,23026,Joshua Albert,04:47:39,2016
1532,11090,Joe Younger,04:47:39,2016
1533,4052,Chris Lopez,04:47:43,2016
1534,25231,Derek Van Camp,04:47:45,2016
1535,7014,Shannon Donnick,04:47:45,2016
1536,18029,Joel Mccauley,04:47:46,2016
1537,25120,Erin Tincher,04:47:51,2016
1538,21153,Kraig Kolb,04:47:52,2016
1539,16065,Niven Crenshaw,04:47:53,2016
1540,17067,Shelly Simons,04:47:55,2016
1541,27377,Alysha Gillen,04:47:56,2016
1542,11159,Rachel Wells,04:47:58,2016
1543,11107,Michael Bauman,04:48:01,2016
1544,23035,Christopher Adzima,04:48:05,2016
1545,22033,Franczeska Ostrander,04:48:10,2016
1546,7320,Andrew Whittenbarger,04:48:16,2016
1547,19051,Me O'Connor,04:48:17,2016
1548,11047,Christina Von Reyn,04:48:18,2016
1549,17071,Kurt Bass,04:48:21,2016
1550,20091,Chris Pinkowski,04:48:25,2016
1551,17201,Cory Lowery,04:48:25,2016
1552,15040,Lee Lance,04:48:34,2016
1553,16007,Tommy Starkey,04:48:36,2016
1554,20024,Rachel Gardner,04:48:40,2016
1555,21102,Emily Sparks,04:48:40,2016
1556,25016,Brooke Huppenthal,04:48:42,2016
1557,10051,Jeff Salyers,04:48:53,2016
1558,26076,Peter Jenke,04:48:54,2016
1559,7316,Mason Mandy,04:48:57,2016
1560,1100,Austin Spence,04:48:58,2016
1561,8083,Megan Grosso,04:48:58,2016
1562,12010,Connie Price,04:48:59,2016
1563,9082,Michelle Steinfest,04:48:59,2016
1564,21107,Jeremiah Harris,04:49:01,2016
1565,25154,Shelley Friedemann,04:49:03,2016
1566,11147,Heather Yurko,04:49:04,2016
1567,19136,Kristina Smithe,04:49:10,2016
1568,19126,Julie Thames,04:49:15,2016
1569,8109,Braylee Miller,04:49:22,2016
1570,21166,Patrick French,04:49:27,2016
1571,17015,Becky Tener,04:49:31,2016
1572,15016,Shannon Woodard,04:49:33,2016
1573,4086,Michael Ryan,04:49:37,2016
1574,23082,Josh Hanna,04:49:39,2016
1575,17217,Jodie Berman,04:49:40,2016
1576,17124,Ronnie Nelson,04:49:40,2016
1577,20101,Emma Karpowicz,04:49:40,2016
1578,10049,Melissa Killebrew,04:49:42,2016
1579,21049,Danna Conn,04:49:42,2016
1580,25053,Logan Shade,04:49:51,2016
1581,10107,Jana Willman,04:49:54,2016
1582,4079,Nicole Lubaway,04:49:58,2016
1583,20143,Konstance Carlisle,04:49:59,2016
1584,21083,Miranda Mott,04:50:00,2016
1585,25049,Lindsay Craig,04:50:00,2016
1586,21080,Lauren Barnett,04:50:01,2016
1587,7229,Chris Hendershot,04:50:03,2016
1588,26366,Abby Broughton,04:50:08,2016
1589,3113,Nathan Dize,04:50:08,2016
1590,7098,Doug Mattingly,04:50:08,2016
1591,26375,James Bradford,04:50:10,2016
1592,18055,Jonathan Godfrey,04:50:10,2016
1593,25202,Aubrey Nehring,04:50:16,2016
1594,25008,Ashley Wagner,04:50:17,2016
1595,22117,Bethany Wagner,04:50:17,2016
1596,7003,Jonathan Orrala,04:50:20,2016
1597,17116,Mark Matykiewicz,04:50:22,2016
1598,19143,Matthew Wing,04:50:23,2016
1599,11061,Gustavo Cortes,04:50:24,2016
1600,3046,Nghiem Le,04:50:28,2016
1601,7033,Darron Ewing,04:50:32,2016
1602,8118,Steven Dickens,04:50:34,2016
1603,17119,Julie Mccullough,04:50:35,2016
1604,19117,Ginger Roelle,04:50:42,2016
1605,16101,Michael Jones,04:50:43,2016
1606,11030,Kristyn Roseborough,04:50:45,2016
1607,22093,Jacob Henrich,04:50:47,2016
1608,23028,Rachel Thompson,04:50:48,2016
1609,12071,Elizabeth Barley,04:50:48,2016
1610,15011,Felicia Newton,04:50:52,2016
1611,7023,Nicholas Stanfill,04:50:57,2016
1612,19020,Katie Barnes,04:50:57,2016
1613,21127,Bradley White,04:51:03,2016
1614,10126,Collyn Groose,04:51:05,2016
1615,4000,Tim Hooper,04:51:08,2016
1616,25018,Bret Cooper,04:51:14,2016
1617,11129,Michelle Nimmo,04:51:16,2016
1618,22047,Jessica Harter,04:51:17,2016
1619,10002,Pami Dick,04:51:18,2016
1620,26318,Kristin Guest,04:51:21,2016
1621,26211,Patrick Spettel,04:51:27,2016
1622,14007,Tj Mcgee,04:51:31,2016
1623,9065,Dennis Schlereth,04:51:34,2016
1624,17148,Heather Niles,04:51:35,2016
1625,25015,Jonathan Holston,04:51:36,2016
1626,10086,Katelyn Thompson,04:51:37,2016
1627,19053,John Daugherty,04:51:38,2016
1628,12000,William Hall,04:51:38,2016
1629,8014,Martha Lee Velez,04:51:45,2016
1630,17131,Michael Averill,04:51:46,2016
1631,16062,Michelle Kalicki,04:51:50,2016
1632,15066,Edward Peyton,04:51:51,2016
1633,26388,Kristin Tait,04:52:02,2016
1634,21013,Allison Gasvoda,04:52:03,2016
1635,20029,Richard Robillard,04:52:05,2016
1636,2089,Jason Massie,04:52:06,2016
1637,21148,Jessica Wood,04:52:09,2016
1638,15035,Ray Brundege,04:52:12,2016
1639,25085,Joanne Ring,04:52:13,2016
1640,12017,Kelly Cunningham,04:52:14,2016
1641,17010,Rosemary Moore,04:52:16,2016
1642,20093,Matt Bolin,04:52:21,2016
1643,23078,Amy Gavlenski,04:52:25,2016
1644,17018,Lana Krause,04:52:31,2016
1645,19026,Alex Wrenn,04:52:32,2016
1646,18020,Erin Gomez,04:52:36,2016
1647,10084,Patrick Newton,04:52:43,2016
1648,10085,Mae Christiansen,04:52:43,2016
1649,5089,Christopher Gainer,04:52:46,2016
1650,20134,Walker Roth,04:52:47,2016
1651,20018,Jamie Yates,04:52:48,2016
1652,22118,Brent Brown,04:52:52,2016
1653,22073,Jennifer Crozier,04:52:54,2016
1654,20035,Judy Jolley,04:52:58,2016
1655,27165,Connie Fassler,04:53:02,2016
1656,17038,Alyssa Hasty,04:53:04,2016
1657,14077,Max Barrett,04:53:04,2016
1658,7041,Kieran Mcaloon,04:53:05,2016
1659,26405,Russell Craig,04:53:07,2016
1660,26404,Lindsey Craig,04:53:08,2016
1661,8064,Jamie Doxsey,04:53:09,2016
1662,12095,Jeff Antolik,04:53:12,2016
1663,22115,Lauren Peters,04:53:13,2016
1664,17188,Ryan Bernhardt,04:53:19,2016
1665,15054,Norma Anderson,04:53:20,2016
1666,21103,Melissa Schummer,04:53:25,2016
1667,22127,Kathy Poston,04:53:30,2016
1668,1050,Jennifer Brumit,04:53:30,2016
1669,1036,Jenny Grice,04:53:32,2016
1670,9021,Steven Reece,04:53:33,2016
1671,9099,Michael Hynson,04:53:35,2016
1672,12052,Will Tidwell,04:53:37,2016
1673,20071,Carrie Cox,04:53:44,2016
1674,16090,Kathleen Rafish,04:53:45,2016
1675,21046,Antonio Rodriguez,04:53:47,2016
1676,23064,Jason Shull,04:53:49,2016
1677,19133,Melissa Miller,04:53:53,2016
1678,20139,Clark Annis,04:53:54,2016
1679,12070,Cameron Keith,04:53:54,2016
1680,12072,Seth Stanaland,04:53:54,2016
1681,25125,Joshua Sickles,04:53:54,2016
1682,23081,Takae Miller,04:53:54,2016
1683,7147,Timothy Moore,04:53:59,2016
1684,7148,Patrick Moore,04:54:00,2016
1685,3045,Shenoa Creer,04:54:02,2016
1686,17168,Gary Ruhlig,04:54:02,2016
1687,14057,Margaux Ketner,04:54:04,2016
1688,8022,Jeffrey Depas,04:54:16,2016
1689,21085,Micheal Hunter,04:54:16,2016
1690,23003,Katie Pupkiewicz,04:54:16,2016
1691,13066,Brett Heuvelman,04:54:16,2016
1692,17051,Jason New,04:54:18,2016
1693,21010,Brittany Stone,04:54:19,2016
1694,16070,Andrea Paradise,04:54:22,2016
1695,20103,Emily Gadsden,04:54:22,2016
1696,21014,Kris Leblanc,04:54:26,2016
1697,17096,Erich Hein,04:54:30,2016
1698,26374,Brian Kissee,04:54:32,2016
1699,20023,Darwin Weimer,04:54:33,2016
1700,9161,Eric Scowden,04:54:35,2016
1701,6058,Art Thompson,04:54:37,2016
1702,12030,Ivy Lyver,04:54:37,2016
1703,17072,Robert Dirmeyer,04:54:38,2016
1704,17132,William Branch,04:54:40,2016
1705,7139,Spring Campbell,04:54:50,2016
1706,20114,Alethia Unna-Sapien,04:54:51,2016
1707,26001,Elizabeth Sykes,04:54:57,2016
1708,21060,Andrew Hertzog,04:54:57,2016
1709,21162,Kerry Hughes,04:55:00,2016
1710,11014,Mark Scrivner,04:55:12,2016
1711,12047,David Prim,04:55:14,2016
1712,22065,Darrell Nabers,04:55:20,2016
1713,14045,Scott Zuckerman,04:55:20,2016
1714,7239,Sharon Lheureux,04:55:29,2016
1715,12083,Randy Woodward,04:55:34,2016
1716,27097,Carol Dellinger,04:55:34,2016
1717,1083,Kellen Beard,04:55:37,2016
1718,25224,Cameron Muilenburg,04:55:39,2016
1719,11124,James Smith,04:55:44,2016
1720,10064,Elizabeth Fulford,04:55:44,2016
1721,26178,Jonathan Purser,04:55:50,2016
1722,9140,Michael Broderick,04:55:55,2016
1723,10123,Jill Johnson,04:56:00,2016
1724,12044,Melissa Cooper,04:56:12,2016
1725,9132,Caroline Frost,04:56:13,2016
1726,19075,Samantha Singelyn,04:56:13,2016
1727,26147,Phillip Cain,04:56:14,2016
1728,20049,Janet Lonowski,04:56:21,2016
1729,17251,Jacinto Lopez,04:56:23,2016
1730,27448,Jeremy Johnson,04:56:23,2016
1731,20068,Allison Hendren,04:56:24,2016
1732,25172,Rick Hombsch,04:56:26,2016
1733,27450,Regina Johnson,04:56:27,2016
1734,20073,Mardi Durand,04:56:31,2016
1735,9081,Andrew Johnson,04:56:32,2016
1736,12066,Oliver Taylor,04:56:39,2016
1737,22098,Anastacia Bagnolo,04:56:39,2016
1738,20038,Jill Dunn,04:56:40,2016
1740,23016,Robin Bible,04:56:43,2016
1741,18074,Kristy Ferruccio,04:56:44,2016
1742,11034,Delaney Dunlap,04:56:47,2016
1743,11071,Megan Mcdaniel,04:56:49,2016
1744,16064,Katie Gardner,04:56:49,2016
1745,16061,Donna Nail,04:56:52,2016
1746,22006,Missy Korwan,04:56:52,2016
1747,17161,Bill Haddow,04:56:57,2016
1748,407,Brett Smith,04:56:59,2016
1749,21126,Ashley White,04:57:00,2016
1750,20056,Brian Voorhees,04:57:03,2016
1751,18015,Jeffrey Ross,04:57:07,2016
1752,23062,Sharon Larson,04:57:09,2016
1753,12011,Jeremiah Fassler,04:57:09,2016
1754,11160,Akihito Ishiwatari,04:57:10,2016
1755,1072,Anthony Mccauliff,04:57:12,2016
1756,20121,Jeff Buth,04:57:12,2016
1757,26087,Jennifer Sapka,04:57:14,2016
1758,16080,Hillary Peladeau,04:57:16,2016
1759,21002,Zane Drost,04:57:16,2016
1760,24023,Lyn Dickert-Leonard,04:57:23,2016
1761,25216,Nichole Smith,04:57:23,2016
1762,26370,Angie Maske-Berka,04:57:26,2016
1763,19016,Brooke Carroll,04:57:26,2016
1764,14022,Chad Crawley,04:57:30,2016
1765,23079,Ana Verdejo,04:57:34,2016
1766,27276,Sarah Sanders,04:57:34,2016
1767,10104,Jamie Beck,04:57:40,2016
1768,22080,Toumnakone (Annie) Hester,04:57:40,2016
1769,7213,Travis Lanier,04:57:41,2016
1770,23021,Allison Yoest,04:57:43,2016
1771,17113,Adam Harris,04:57:45,2016
1772,23024,Naomi Schneider,04:57:46,2016
1773,12026,Msgt Tim Clenney,04:57:50,2016
1774,17155,Lauren Brooks,04:57:57,2016
1775,17031,Alex Dunlap,04:58:02,2016
1776,17104,Eddie Gwock,04:58:08,2016
1777,26234,Kenny Bentley,04:58:10,2016
1778,3151,Paul Shelton,04:58:13,2016
1779,26223,Joe Van Slycke,04:58:18,2016
1780,15068,Kelly Drewry,04:58:21,2016
1781,25127,Kimberly Stephens,04:58:23,2016
1782,10043,Valerie Fisher,04:58:24,2016
1783,26035,Melissa Godsey,04:58:28,2016
1784,27072,Erin Lynn,04:58:32,2016
1785,27063,Jennifer Blevins,04:58:32,2016
1786,10023,Vanessa Radakovic,04:58:35,2016
1787,17070,Ashley Young,04:58:35,2016
1788,18022,Pam King,04:58:36,2016
1789,20051,Gary Heard,04:58:38,2016
1790,4031,Stephen Canter,04:58:41,2016
1791,15053,Courtney Devries,04:58:42,2016
1792,17105,Cynthia Wilkerson,04:58:43,2016
1793,22017,Tracy Chase,04:58:43,2016
1794,22128,Sandy Munson,04:58:46,2016
1795,19001,Elizabeth Karvonen,04:58:47,2016
1796,14061,Christopher Karvonen,04:58:47,2016
1797,25220,K'Leetha Gilbert,04:58:47,2016
1798,20020,Donna Siwek,04:58:48,2016
1799,13082,Jennifer Weishaar,04:58:51,2016
1800,5050,Kelly Hayley,04:58:54,2016
1801,7299,John Wheeler,04:58:55,2016
1802,17187,David Loren Fuller,04:58:55,2016
1803,12039,Kristine Paskoski,04:58:55,2016
1804,17175,Coach Rod Key,04:58:58,2016
1805,17178,Jenny Hutchens,04:58:59,2016
1806,18021,Theresa Riggs,04:59:03,2016
1807,25234,Rick Wey,04:59:03,2016
1808,1024,Cynthia Kern,04:59:06,2016
1809,1051,David Blier,04:59:10,2016
1810,11007,Chad Koyama,04:59:11,2016
1811,17022,Curtis Anderson,04:59:15,2016
1812,19148,Thomas Mckenzie,04:59:16,2016
1813,17021,Torin Walters,04:59:16,2016
1814,26244,Jennifer Davis,04:59:20,2016
1815,27040,Cassandra Buckner,04:59:22,2016
1816,26243,Jenna Mink,04:59:24,2016
1817,1174,Emilia Hernandez,04:59:24,2016
1818,17258,Clayton Shapiro,04:59:33,2016
1819,11021,John Shapiro,04:59:33,2016
