Overall,Bib,Name,Time,Year
1,1,Scott Wietecha,02:28:16,2018
2,3,Garang Madut,02:29:52,2018
3,33442,Kevin Fink,02:38:59,2018
4,33441,Andrew Hodges,02:43:59,2018
5,30028,Nicholas Aubert,02:48:11,2018
6,30038,Dan Shafer,02:49:00,2018
7,30099,Jacob Rainey,02:51:46,2018
8,33712,Ry Glover,02:53:17,2018
9,11,Stella Christoforou,02:53:44,2018
10,30052,Tyler Hallenbeck,02:56:21,2018
11,30057,Jansen Hein,02:56:23,2018
12,33448,Christopher Harrington,02:56:48,2018
13,30050,James Nabholz,02:57:03,2018
14,30039,Jared Daedler,02:57:36,2018
15,30096,Nicholas Tseffos,02:59:35,2018
16,30107,Thomas Aliff,02:59:41,2018
17,30040,Jeremy Riehm,03:01:41,2018
18,30058,Greg Jones,03:02:12,2018
19,30135,Jack Burger,03:02:17,2018
20,30048,Edgar Garza,03:05:40,2018
21,10,Heather Crowe,03:07:46,2018
22,33452,Cristina Noble,03:08:21,2018
23,30153,Dan Williams,03:09:33,2018
24,30117,Eddie Bell,03:09:39,2018
25,30395,Emanuel Loreant,03:10:23,2018
26,30095,Jeffrey Olive,03:10:28,2018
27,30211,Jacqueline Gottuso,03:10:50,2018
28,30249,Eric Shrestha,03:11:27,2018
29,30059,Brandon Foley,03:12:17,2018
30,30131,Matt Hunt,03:12:34,2018
31,30281,Thomas Cirillo,03:12:37,2018
32,30132,Shawn Husband,03:14:03,2018
33,30129,Mudhillun Muqaribu,03:15:11,2018
34,33449,Scott Eiselt,03:15:22,2018
35,30069,Kevin Laury,03:15:33,2018
36,33460,Mahlon Hellman,03:16:17,2018
37,30399,Patrick Sweatt,03:16:32,2018
38,30221,Michelle Fogle,03:17:44,2018
39,30182,Tatsuki Koyama,03:18:24,2018
40,33485,David Jones,03:18:26,2018
40,30051,Aaron O'Keeffe,03:18:26,2018
42,30227,Dalton Stubbs,03:18:31,2018
43,30084,Andrew Morris,03:19:04,2018
44,33472,Nick Pitts,03:19:05,2018
45,30239,Michael Ibanez,03:19:15,2018
46,30253,Katelyn Storey,03:19:26,2018
47,33451,Kevin Walker,03:19:28,2018
48,30064,Ubaldo Hurtado,03:19:58,2018
49,30126,Vic Ciancetta,03:20:07,2018
50,30164,Jay Mitchell,03:20:17,2018
51,30329,Donald Paull,03:21:06,2018
52,30183,Andrew Thai,03:21:15,2018
53,30870,Tim Roetman,03:21:25,2018
54,30103,Ayub Odera,03:21:35,2018
55,30165,Ryan Folkert,03:21:53,2018
56,30120,Sean Cooper,03:21:58,2018
57,30123,Javier Rusinque,03:22:02,2018
58,30063,Todd Reynolds,03:22:04,2018
59,30187,Robert Harris,03:22:23,2018
60,30217,John Willis,03:22:27,2018
61,30497,Armando Galvez Rico,03:22:30,2018
62,30179,Daniel Salmon,03:22:43,2018
63,30391,Kevin Harris,03:22:48,2018
64,30175,Vincent Manier,03:23:18,2018
65,30198,Alan Arpon,03:23:19,2018
66,30252,Diego Ruiz,03:23:22,2018
67,30667,Jeff Woody,03:23:27,2018
68,30176,Matt Pesavento,03:23:44,2018
69,33474,Gilbert Varela,03:23:46,2018
70,30152,Sam Miller,03:24:21,2018
71,30367,Andy Kump,03:24:33,2018
72,30580,Aly Schenavar,03:25:26,2018
73,31026,Sonny Tufano,03:25:43,2018
74,30140,Brian Wright,03:26:10,2018
75,30385,James Lowe,03:26:15,2018
76,33468,Samuel Smith,03:26:24,2018
77,30236,Jonathan Lister,03:26:47,2018
78,30208,Susie Aames,03:27:13,2018
79,30528,Chris Norris,03:27:30,2018
80,30201,Will Westhoff,03:27:42,2018
81,30409,Matthew Pires,03:27:48,2018
82,30092,Brad Whitley,03:27:55,2018
83,30251,Beau Baggett,03:28:27,2018
84,30821,Steven Vargas,03:28:36,2018
85,33651,Jeremy Lister,03:28:40,2018
86,30316,Devin Ray,03:28:52,2018
86,30608,Benjamin French,03:28:52,2018
88,30439,Lydia Calahan,03:28:58,2018
89,30326,Katherine Ainsworth,03:29:00,2018
90,30378,Josh Leitner,03:29:07,2018
91,30412,Leonardo Sánchez,03:29:20,2018
92,33476,Charles Sisk,03:29:49,2018
93,30303,Tess Vorselen,03:29:58,2018
94,30495,Craig Findlay,03:30:05,2018
95,31053,Jillian Roberts,03:30:30,2018
96,30181,Charles Shackelford,03:30:31,2018
97,30216,Maura Stacey,03:30:36,2018
98,30557,Carmen Camp,03:30:40,2018
99,31022,Blake Phillips,03:30:43,2018
100,33495,Grant Stubblefield,03:30:53,2018
101,30512,Jennifer Murray,03:30:54,2018
102,30163,Peter Shreffler,03:31:04,2018
103,30707,Ellen Williamson,03:31:05,2018
103,31240,Adam Klenk,03:31:05,2018
105,31444,Kyle Young,03:31:28,2018
106,30394,Jason Toot,03:31:50,2018
107,30145,Eric Parker,03:32:07,2018
108,32051,Alexandra Vincenti,03:32:09,2018
109,30375,Dan Duffy,03:32:10,2018
110,30434,Emma Locke,03:32:13,2018
111,30203,Joe Wiltsey,03:32:26,2018
112,30392,Patrick Madl,03:32:34,2018
113,30254,Rachel Polk,03:32:37,2018
114,30451,Carl Ostrowski,03:32:46,2018
115,30411,Vicente Rodriguez,03:32:47,2018
116,30623,Kayla Whitley,03:33:22,2018
117,30406,Katie Schubauer,03:33:45,2018
117,33715,Alia Karaman,03:33:45,2018
119,30090,Brian Germano,03:33:50,2018
120,30098,Edwin Reyes,03:33:52,2018
121,33473,Mark Clyburn,03:33:58,2018
122,33487,Brian Steel,03:34:37,2018
123,30060,Tien Le,03:34:43,2018
124,30356,Drew Belnick,03:34:55,2018
125,30056,Kevin Mckenna,03:35:09,2018
126,30174,Nicholas Avello,03:35:12,2018
127,30247,Olivia Dibiasio,03:35:14,2018
128,30502,Kristen Bednar,03:35:45,2018
129,30157,Matthew Mehalko,03:35:49,2018
130,30638,Garrett Bauman,03:35:52,2018
131,30323,Brian Hoffart,03:35:55,2018
132,30314,Trever Griswold,03:36:01,2018
133,30704,Nicole Gillis,03:36:03,2018
134,30207,Meredith Smith,03:36:09,2018
135,30506,Wesley King,03:36:11,2018
135,30381,Scott Wloszczynski,03:36:11,2018
137,30590,Daniel Pluard,03:36:13,2018
138,30210,Molly Cohen,03:36:16,2018
138,30190,Ryan Kelch,03:36:16,2018
140,30309,Beau Westpfahl,03:36:21,2018
141,30222,Brad Barcusky,03:36:22,2018
142,30484,Amanda Sonnenberg,03:36:28,2018
143,30515,Bob Cline,03:36:29,2018
144,30450,Danica Kusanovic,03:36:35,2018
145,30603,Matt Rubino,03:36:53,2018
146,30088,Vance Benson,03:36:54,2018
147,30134,Alexander Mclain,03:36:58,2018
148,30427,Virgilio Larralde,03:37:06,2018
148,30071,Kyle Miller,03:37:06,2018
150,30458,Julie Boll,03:37:09,2018
151,30160,Bonnie Ritchotte,03:37:25,2018
152,30141,Dwayne Novak,03:37:34,2018
153,33517,Kurtis Kowalski,03:38:04,2018
154,30186,Paul Carlson,03:38:16,2018
155,33486,Benjamin Mccullough,03:38:46,2018
156,30680,Erik Stephan,03:39:03,2018
157,30750,Nathaniel Szidik,03:39:04,2018
158,30336,William Moore,03:39:19,2018
159,30233,Daryl Davis,03:39:33,2018
160,30294,Lori Knights,03:39:44,2018
161,30100,Dan Moffit,03:39:45,2018
162,33514,Sean Meier,03:39:48,2018
163,30301,Hunter Clarke,03:39:49,2018
164,30605,Jacob Crowell,03:39:55,2018
165,30758,Elliot Heath,03:40:13,2018
166,30293,William Bradshaw,03:40:16,2018
167,31065,Adele Unneberg,03:40:34,2018
168,30498,Gabrielle Giessen,03:40:42,2018
169,30662,Eric Ellwood,03:40:57,2018
170,30468,Joan Dinsmore,03:40:58,2018
171,30319,Ryan Velau,03:41:08,2018
172,30433,Darrell Black,03:41:14,2018
173,30658,Amy Hartlieb,03:41:19,2018
174,30579,Scott Smith,03:41:24,2018
175,30681,Stuart Mcdonald,03:41:30,2018
176,30154,Joshua Knickerbocker,03:41:31,2018
177,30080,Kyle Milden,03:41:37,2018
178,30661,Jamie Cotter,03:41:44,2018
179,30445,Jessica Scott,03:41:55,2018
179,30522,Samantha Harrison,03:41:55,2018
181,30362,Ryan Goldfine,03:42:17,2018
181,33454,Alex Judd,03:42:17,2018
183,33644,Christina Rivera,03:42:29,2018
184,30317,Ben Mclusky,03:42:34,2018
185,30471,Kathleen Bond,03:42:46,2018
186,32122,Jeff Watson,03:42:53,2018
187,30987,Brandon Bernhardt,03:42:57,2018
188,30425,Emily Stewart,03:42:58,2018
189,30223,Katie Van Arendonk,03:43:01,2018
190,33489,Vance Poss,03:43:02,2018
191,31001,John Denoma,03:43:09,2018
192,31199,James Booth,03:43:33,2018
193,30087,Paul Hanly,03:43:35,2018
194,33458,Patrick Hogeboom,03:43:36,2018
195,30578,Erin Glazier,03:43:48,2018
196,30379,Grant Nicholson,03:43:51,2018
197,33464,David Harvey,03:43:53,2018
198,30449,Eduardo Pi,03:43:59,2018
199,31388,Pablo Marchant,03:44:19,2018
200,33471,Ron Chapman,03:44:26,2018
201,30133,Colton Staab,03:44:31,2018
202,30475,Jason Pettit,03:44:35,2018
203,30300,Maria Jugan,03:44:41,2018
204,33656,Matt Hawkins,03:44:53,2018
205,31008,Steven Jones,03:44:55,2018
206,30350,Marlon Quitos,03:44:57,2018
207,30127,Kenneth Roberts,03:45:03,2018
208,30699,Michael Hunt,03:45:04,2018
209,30105,Nick Eccher,03:45:12,2018
210,30641,Mark Davenport,03:45:16,2018
211,30185,Lorena Jaime,03:45:18,2018
212,30668,Pat Simmons,03:45:24,2018
213,30460,Kevin Gerteisen,03:45:27,2018
214,30390,Michael Obermayer,03:45:28,2018
215,33550,Bennett Diaz,03:45:54,2018
216,30305,Melissa Kuzma,03:46:01,2018
217,30755,Morganne Cook,03:46:07,2018
218,31235,Severine Mutti,03:46:13,2018
218,30150,Andy Casto-Waters,03:46:13,2018
220,31871,Holly Barrett,03:46:22,2018
221,30168,Jesse Fenton,03:46:24,2018
222,30053,Ian Gilchrist,03:46:43,2018
223,30333,Andy Ross,03:46:47,2018
224,30776,Stephen Bohn,03:46:49,2018
225,30354,Claire Wilson,03:46:58,2018
226,31181,Jacob Zalewski,03:47:07,2018
227,30679,Julie Thibodeau,03:47:09,2018
228,33475,Matthew Moshyedi,03:47:13,2018
229,30440,Sebastian Schneider,03:47:29,2018
230,30443,David Sanchez,03:47:35,2018
231,31223,Joshua Gurka,03:47:38,2018
232,31356,Ariel Phillips,03:47:49,2018
233,30787,Brian Thomas,03:48:04,2018
234,30615,Richard Hall,03:48:53,2018
235,30622,Chappel Mccollister,03:48:54,2018
236,30708,Nikki Roetman,03:49:01,2018
237,30196,Jinhong Liu,03:49:09,2018
238,31304,Olivia Overley,03:49:11,2018
239,30657,Elynn Kann,03:49:19,2018
240,30593,Grace Ouellette,03:49:21,2018
241,30487,Scott Settle,03:49:35,2018
242,30212,Anthony Gibson,03:50:07,2018
243,30646,Meade Fogel,03:50:18,2018
244,31310,Matthew Armstrong,03:50:28,2018
245,32250,Justin Manry,03:50:31,2018
246,33483,Todd Allen,03:50:34,2018
247,30734,Muna Rodriguez,03:50:45,2018
248,30794,Luke Tuttle,03:50:50,2018
249,30363,Drew Prentice,03:50:51,2018
250,30435,Clint Brosmer,03:50:58,2018
251,30240,Tori Domico,03:51:06,2018
252,33540,Karl Bailey,03:51:09,2018
253,30428,Maeve Whelan-Wuest,03:51:23,2018
254,30975,Mingfeng Bai,03:51:27,2018
255,30503,Isabelle Mcleod,03:51:32,2018
256,30629,Melissa Boothe,03:51:39,2018
257,30202,Forrest Orme,03:51:48,2018
258,33457,Robert Reagan,03:51:49,2018
259,31191,Emily Tseffos,03:51:50,2018
260,30709,Jim Sanders,03:52:01,2018
261,30418,Evan Fortune,03:52:07,2018
262,30237,Eric Johnson,03:52:21,2018
263,30650,Scott Trousdale,03:52:35,2018
264,33496,Christa John,03:52:39,2018
265,30695,Landin Mathison,03:52:43,2018
266,30189,Conor Kelch,03:52:48,2018
267,30339,Diane Kenna,03:52:52,2018
268,31209,Deanne Blas,03:53:08,2018
269,30649,Casey Lowery,03:53:09,2018
270,33465,Nikki Harvey,03:53:12,2018
271,30041,Scott Porter,03:53:14,2018
272,31029,Michele Marcus,03:53:15,2018
273,33497,John Goodman,03:53:18,2018
274,30887,Naomi Ryan,03:53:27,2018
275,33455,Lauren Terrell,03:53:29,2018
276,30756,Lon Rathmell,03:53:37,2018
277,30366,Claire Fernandez,03:53:40,2018
277,30469,Kate Lewis,03:53:40,2018
279,33527,Joshua Collier,03:53:47,2018
280,30835,Travis Johnson,03:53:49,2018
281,30558,Alan Pettit,03:53:50,2018
282,30436,Matt Windham,03:53:51,2018
283,30218,Robert Reynolds,03:53:57,2018
284,30672,Maria Hineline,03:54:08,2018
285,30976,Phuong Thai,03:54:10,2018
285,30518,Cody Lee,03:54:10,2018
287,30173,Guido Chichierchia,03:54:17,2018
288,31155,Lisa Donchak,03:54:23,2018
288,30241,Rocco Henderson,03:54:23,2018
290,33714,Alfred Tello,03:54:28,2018
291,30302,Randolph Grant,03:54:47,2018
292,31166,Joe Aaron,03:54:48,2018
293,30299,Scott Huston,03:54:49,2018
294,30193,Aaron Hawkins,03:55:07,2018
295,30770,Phillip Kurchack,03:55:09,2018
295,30393,Roderick Scott,03:55:09,2018
297,30151,Jeff Furst,03:55:16,2018
298,30762,Cristy Meining,03:55:29,2018
299,30358,John Flint,03:55:30,2018
300,31202,Jay Earich,03:55:31,2018
301,30588,Kat Sattele,03:55:38,2018
302,31306,Casey Gallaher,03:55:39,2018
303,30438,Tracey Jackson,03:55:56,2018
304,30691,Koon Wan,03:55:57,2018
305,30177,John Jacobson,03:56:05,2018
306,30636,Gregory Flanagan,03:56:10,2018
307,30818,Jonathan Radwan,03:56:12,2018
308,30742,Robert Villwock,03:56:15,2018
308,31496,Tyler Woitkowski,03:56:15,2018
308,31365,Nicholas Lazzara,03:56:15,2018
311,30773,Mark Schmidt,03:56:24,2018
312,31991,David O'Rourke,03:56:31,2018
313,30781,Adam Lord,03:56:35,2018
313,31122,Jerry Miller,03:56:35,2018
315,30673,Tony Spake,03:56:44,2018
316,30550,Jean Pierre Rostren,03:56:45,2018
317,31014,Paul Hickey,03:56:47,2018
318,30761,Magdaliene Deline,03:56:51,2018
319,31156,Peter Schichtel,03:56:52,2018
320,30684,Matthew Milam,03:56:57,2018
321,30194,Ryan Davis,03:56:58,2018
322,30898,Austin Brunhoeber,03:57:14,2018
323,31507,Jessica O'Mahoney,03:57:15,2018
324,30178,Matthew Pohorilak,03:57:19,2018
325,31336,Brittney Duffy,03:57:25,2018
325,30705,Greg Dunn,03:57:25,2018
327,30517,Stefani Briere,03:57:32,2018
327,33482,April Allen,03:57:32,2018
329,30130,Sullivan Edwards,03:57:34,2018
330,30225,Laura Romaine,03:57:36,2018
331,30432,Megan Conroy,03:57:41,2018
332,30312,Steven Meyer,03:57:50,2018
333,30447,Andrea Starinsky,03:57:53,2018
334,31158,Stephanie Gogots,03:57:57,2018
335,31495,Kevin Murphy,03:57:59,2018
336,31570,Hampton Lott,03:58:01,2018
337,31518,Dorothy Butler,03:58:02,2018
338,31735,Irene Hamm,03:58:05,2018
339,31296,Ben Bass,03:58:09,2018
340,30774,Christopher Wray,03:58:11,2018
341,30448,Matthew Sebens,03:58:14,2018
341,30386,Erin Zerth,03:58:14,2018
343,31091,Aric Thorne,03:58:22,2018
344,30800,Joshua Nelkin,03:58:25,2018
345,31604,Landon Stubblefield,03:58:31,2018
346,30396,Jamie Saunders,03:58:32,2018
347,30640,Stacey Malcolmson,03:58:36,2018
348,30969,Jered Haynor,03:58:38,2018
349,33681,Barrett Holder,03:58:51,2018
350,30598,Taylor Romine,03:58:54,2018
351,30483,Steven Hubbard,03:58:59,2018
352,31274,Spencer Blakely,03:59:01,2018
353,31269,David Salge,03:59:04,2018
354,31259,Sara Casciano,03:59:13,2018
355,31033,Miriam Gutman,03:59:19,2018
356,30771,Kathleen Fusco,03:59:22,2018
357,31850,Andrea Perreault,03:59:27,2018
358,30759,Kristin Gamble,03:59:32,2018
359,30612,Greg Beckerle,03:59:33,2018
360,30628,Anthony Steele,03:59:37,2018
361,30308,Amy Eddy,03:59:39,2018
362,31936,Carl Adams,03:59:44,2018
363,31307,Sam Hughes,03:59:53,2018
364,30694,Brett Fetter,03:59:59,2018
364,31660,Tyler Dixon,03:59:59,2018
366,32444,Stormy Speaks,04:00:02,2018
367,30486,Dave Taylor,04:00:06,2018
368,31289,Koji Kawabata,04:00:14,2018
369,30749,Tony Wolniakowski,04:00:15,2018
370,30479,Andy Nye,04:00:16,2018
371,31453,Tanya Ratcliff,04:00:17,2018
371,31454,Jordan Diegmueller,04:00:17,2018
373,31837,Jyssica Miller,04:00:21,2018
374,30511,Gustavo Mendez,04:00:25,2018
375,30601,Justin Allen,04:00:27,2018
376,30823,Brandi Nowicki,04:00:39,2018
377,30715,Kenny Johnson,04:00:44,2018
378,31929,Peter Davis,04:00:47,2018
379,30491,Jared Kincaid,04:01:00,2018
380,31548,Gregory Pape,04:01:19,2018
381,30890,Fernando Marquez,04:01:20,2018
382,30744,Joseph White,04:01:24,2018
383,31027,John Brechbill,04:01:28,2018
383,30307,Jake Cronin,04:01:28,2018
385,30617,Greg Walker,04:01:41,2018
386,33522,Kiyoka Panichvatana,04:01:43,2018
386,30836,Tamara Kasper,04:01:43,2018
388,30337,Alejandro Burgos,04:01:49,2018
389,30627,Yanni Lambropoulos,04:02:00,2018
390,32107,Alexander Guerrero,04:02:05,2018
391,31151,Danielle Cosco,04:02:10,2018
392,30594,Tara Bailes,04:02:21,2018
393,31054,Megan Cohan,04:02:22,2018
394,31253,Clayton Phillips,04:02:24,2018
395,30831,Allison Taylor,04:02:26,2018
396,31333,Matt Walberg,04:02:29,2018
397,30470,Laura Dowek,04:02:33,2018
398,30740,Matias Weikert,04:02:37,2018
399,30727,Chris Fox,04:02:49,2018
399,33515,Jeffrey Bliss,04:02:49,2018
399,31138,Rosie Arellano,04:02:49,2018
402,30769,Maria Dean,04:03:17,2018
403,32113,Jennifer Gehrin,04:03:22,2018
404,30807,Trisha Armstrong,04:03:23,2018
405,30318,Robbie Berger,04:03:24,2018
406,31359,Nick Marshall,04:03:26,2018
407,30341,Chris Riser,04:03:27,2018
408,30232,William Horn,04:03:30,2018
409,31589,Gary Shelnutt,04:03:38,2018
410,30767,Brendan Knoblauch,04:03:42,2018
411,30560,Paul Bradbury,04:03:45,2018
412,30846,Gary Nichol,04:03:56,2018
413,30296,Chris Schuer,04:03:58,2018
413,31110,Katie Johnson,04:03:58,2018
415,30798,Clee Malfitano,04:04:03,2018
416,30674,Gisella Pere,04:04:12,2018
417,31120,Jason Cook,04:04:17,2018
418,30146,Chad Carpenter,04:04:19,2018
419,33600,Elizabeth Messineo,04:04:28,2018
420,30711,Aimee Heckman,04:04:34,2018
421,30119,Patricio Hidalgo,04:04:37,2018
422,30397,Dean Martin,04:04:54,2018
423,31560,Haley Kesterson,04:05:02,2018
424,31106,Jeffrey Johnson,04:05:09,2018
425,33510,Tyler Younghouse,04:05:21,2018
425,31352,Brady Watson,04:05:21,2018
427,31464,Philip Leisy,04:05:36,2018
427,31943,Richard Vestal,04:05:36,2018
429,30977,Robert Allen,04:05:49,2018
430,31434,Natascha Leitner,04:05:53,2018
431,31999,Jeremy Johnson,04:05:54,2018
432,31353,Brian Donaldson,04:06:00,2018
432,31876,Arthi Krishnan,04:06:00,2018
434,31143,Brad Andis,04:06:04,2018
435,31218,John Winborn,04:06:12,2018
436,31373,Darcie Brodsky,04:06:41,2018
437,31562,Meggie Komar,04:06:49,2018
438,31423,Anthony Rosso,04:06:53,2018
439,30104,Kelsey Otten,04:07:02,2018
440,30956,Mandy Grimshaw,04:07:05,2018
441,31389,Firmo Demelo,04:07:06,2018
441,30500,Erin Willis,04:07:06,2018
443,30184,Taylor Christiansen,04:07:12,2018
444,33494,Michael Crosby,04:07:13,2018
445,30900,Amanda Binkley,04:07:22,2018
446,30476,Katarina Von Lehmden,04:07:32,2018
447,30581,Lorelei Raymundo,04:07:33,2018
448,30504,Kyle Moritz,04:07:34,2018
449,31297,Terese Grondin,04:07:35,2018
450,31169,Mark Reyes,04:07:38,2018
451,31438,Renee Gould,04:07:52,2018
452,31420,Sean Baum,04:08:03,2018
453,31262,Chad Appleton,04:08:04,2018
454,33669,Jessie Lynch,04:08:09,2018
455,31300,Megan Jepson,04:08:10,2018
456,31584,Wendy Dunevant,04:08:18,2018
457,33645,Stefanie Garrity,04:08:24,2018
458,30702,Grant Donath,04:08:36,2018
459,30609,Hannah Mincey,04:08:37,2018
460,31413,Rachel Hartman,04:08:52,2018
461,30508,Tsutomu Takeda,04:09:16,2018
462,32109,Jessica Salgado,04:09:18,2018
463,31220,Alexander Shinar,04:09:23,2018
464,30523,Elena Harmon,04:09:25,2018
465,30757,Cody Seely,04:09:32,2018
466,30971,Lindsay Harroff,04:10:01,2018
467,30733,Trent Fordham,04:10:02,2018
467,31940,Alexander Jackson,04:10:02,2018
469,33502,Timothy Lewendon,04:10:03,2018
470,30652,Phillip Durity,04:10:07,2018
470,31920,Sean Courser,04:10:07,2018
470,30344,Priya Pappu,04:10:07,2018
473,31140,Kelsey Guglielmi,04:10:08,2018
474,30689,Micah Clemons,04:10:11,2018
475,31064,Gilbert Quioan,04:10:13,2018
475,31175,Alaina Buchwald,04:10:13,2018
477,33504,Allison Morris,04:10:22,2018
478,30718,Jesse Riley,04:10:23,2018
479,31217,Steven Sinclair,04:10:26,2018
480,33350,Christopher Romanoski,04:10:27,2018
481,30743,Jennifer Gurski,04:10:33,2018
482,33490,Jason Haas,04:10:37,2018
483,30748,Hoa Schober,04:10:48,2018
483,30751,Michael Pangallo,04:10:48,2018
485,32111,Monica Marcela Canas,04:10:50,2018
486,30909,Araminta Ray,04:10:52,2018
486,33446,Mackenzie Dysinger,04:10:52,2018
488,30407,Wes Denney,04:10:54,2018
488,30481,Cayla Pusey,04:10:54,2018
490,33684,Matthew Farrell,04:10:58,2018
491,32046,Adam Goodman,04:11:03,2018
492,30332,Coral Wiebe,04:11:05,2018
493,30257,Soren Wakelin,04:11:06,2018
494,30955,Brian Suh,04:11:07,2018
495,30231,Larry Brittan,04:11:08,2018
496,33535,Skylar Dejesus,04:11:10,2018
496,31461,Addison Britton,04:11:10,2018
498,30566,Alyssa Morrison,04:11:12,2018
499,30526,Julia Norton,04:11:16,2018
500,31448,Nikki Calkins,04:11:23,2018
500,33706,Aine Corridon,04:11:23,2018
502,31078,Ryan Monteleone,04:11:33,2018
502,31649,Abbey Head,04:11:33,2018
504,33560,Ben Rosa,04:11:39,2018
505,31409,Michelle Pernat,04:11:40,2018
505,31547,Brian Furao,04:11:40,2018
507,30496,Scott Siersma,04:11:41,2018
508,30814,Tim Petro,04:11:42,2018
509,30335,Justin Bryan,04:11:49,2018
510,30692,Mary Costello,04:11:59,2018
510,30778,W. Daniel Costello Jr.,04:11:59,2018
512,32103,Adam Hodges,04:12:01,2018
513,33478,J.C. Anderson,04:12:02,2018
514,30275,David Cornell,04:12:05,2018
515,32066,Ariana Vaisey,04:12:07,2018
516,32232,Sarah Graves,04:12:18,2018
517,31270,John Edwards,04:12:22,2018
518,30330,Brian Tober,04:12:24,2018
519,31210,Mathias Mortenson,04:12:25,2018
520,31292,Jason Alaniz,04:12:27,2018
521,31988,Rebekah Good,04:12:34,2018
522,31044,Tim Mittan,04:12:49,2018
523,33481,Hannah Burnette,04:12:50,2018
524,33143,Nathan Alley,04:12:52,2018
525,30169,Eric Lozick,04:12:53,2018
526,30263,Ahmad Alammuri,04:12:54,2018
527,30574,Sherry Peterson,04:12:55,2018
528,33459,Israel Sandoval,04:12:57,2018
529,30543,Nicole Piquero,04:13:03,2018
530,30279,Jasser Mahmoud,04:13:05,2018
531,30986,Quinn Williams,04:13:16,2018
532,30669,Solomon Jeong,04:13:24,2018
533,33674,Timothy Phillips,04:13:25,2018
534,30276,Emily Cornell,04:13:28,2018
535,31439,Sandra Therrien,04:13:38,2018
536,30775,Kristin Nelson,04:13:46,2018
537,30940,Chad Mckissick,04:13:52,2018
538,31581,Josh Green,04:13:59,2018
539,33648,Cami Holland,04:14:03,2018
540,32570,Sophia Guzzo,04:14:05,2018
541,31556,Brittany Morrow,04:14:07,2018
542,30101,Emerson Smith,04:14:08,2018
543,32006,Megan Wilkins,04:14:10,2018
544,32097,Bailey Davidson,04:14:15,2018
545,32012,Kaitlyn Jones,04:14:16,2018
546,30725,Paul Bergman,04:14:23,2018
547,30714,Adam Stadel,04:14:24,2018
548,31597,Joao Pagan,04:14:27,2018
549,33467,Brooke Groff,04:14:29,2018
550,30215,Donald Stover,04:14:43,2018
551,30572,Christine Altrock,04:14:52,2018
551,31539,Mia Pecora,04:14:52,2018
553,31490,Koriann Lance,04:14:54,2018
554,31640,Kelsa Debrabant,04:14:56,2018
554,30355,Donald Hilton,04:14:56,2018
556,33513,Nick Bussell,04:15:17,2018
557,31211,Nick Hagemeier,04:15:23,2018
557,31212,Molly Hagemeier,04:15:23,2018
557,31910,Michael Averill,04:15:23,2018
560,33524,Stephen Reed,04:15:32,2018
561,31150,Racheal Ballard,04:15:35,2018
562,31857,Greg Kampman,04:15:37,2018
563,30944,Heini Tallent,04:15:39,2018
564,31410,Amy Rollins,04:15:55,2018
565,30943,Travis Lanier,04:16:06,2018
566,31478,Andre' Page,04:16:08,2018
566,31753,Eric Yeats,04:16:08,2018
568,30370,Benjamin Weber,04:16:10,2018
569,30806,Mari Woodton,04:16:26,2018
570,32186,Bethany Heaman,04:16:31,2018
571,30400,Abbie Nelson,04:16:37,2018
572,30592,Dusty Brown,04:16:43,2018
573,31160,Anne Grumbine,04:16:46,2018
574,30083,Cheko Waters,04:16:47,2018
574,31144,Samuel Baker,04:16:47,2018
576,31042,Christopher Wiggs,04:16:49,2018
577,30295,Megan Sunderland,04:16:57,2018
578,31816,Allie Townshend Peña,04:17:07,2018
579,31565,Toby Jenkins,04:17:09,2018
580,32249,Michelle Sackman,04:17:12,2018
580,32201,Nathan Cross,04:17:12,2018
582,31609,Patricia Amorado,04:17:13,2018
583,31229,Zack Box,04:17:18,2018
584,30728,Jennifer Barden,04:17:24,2018
585,31215,Joshua Denney,04:17:26,2018
586,30826,Kenneth Schafer,04:17:29,2018
586,31358,Miles Snelgrove,04:17:29,2018
588,30786,Brittany Fruin,04:17:30,2018
589,31661,Enrique Lopez,04:17:35,2018
590,30903,Ryan Kelly,04:17:39,2018
591,30838,Alyssa Esber,04:17:40,2018
591,31954,Derek Thiele,04:17:40,2018
593,31089,Whitney Mitchell,04:18:02,2018
594,31271,Kristy Amerson,04:18:08,2018
595,30811,Heather Sims,04:18:10,2018
596,31436,Jacob Fischer,04:18:11,2018
597,31656,Lindsey Urish,04:18:21,2018
598,30954,Kristina Smithe,04:18:26,2018
599,32144,Meghan Gallagher,04:18:33,2018
600,30488,Kelly Farrow,04:18:36,2018
600,30489,Steve Farrow,04:18:36,2018
600,30097,[email protected] Delozier,04:18:36,2018
603,33492,Victor Kunze,04:18:40,2018
603,31285,Michael Mau,04:18:40,2018
605,30685,Carlos Mancilla,04:18:43,2018
606,31294,Creighton Kellum,04:18:52,2018
607,31225,Marlene O'Laney,04:18:55,2018
608,31652,Jennifer Leeper,04:19:02,2018
609,32456,Brenda Brawley,04:19:06,2018
610,31207,Patrick Corley,04:19:12,2018
611,30625,Joe Sernett,04:19:15,2018
612,30473,Christopher Gworek,04:19:19,2018
613,31561,Kristin Shaffer,04:19:27,2018
614,31852,Stephanie Sigmond,04:19:30,2018
614,31095,Lorin Shimonek,04:19:30,2018
616,30731,Brenna Lakeson,04:19:42,2018
617,33637,Mauricio Sotelo,04:19:47,2018
